848,44,38
435,22,610
5,7,718
12,475,8
330,783,9
276,744,52
854,14,307
877,18,1
735,1,49
120,3,2
41,2,72
0,1,119
4,116,0
29,101,0
27,91,2
115,0,25
134,1,0
128,0,2
